type,two_factor_authentication,multi_factor_authentication,security_monitoring,data_privacy_policy,secure_file_uploads,secure_file_uploads_policies__properties__secure_file_name,secure_file_uploads_policies__properties__malware_scan,secure_file_uploads_policies__properties__audit_logging,secure_file_uploads_policies__properties__sandboxing,secure_file_uploads_policies__properties__encryption__in_transit,secure_file_uploads_policies__properties__encryption__at_rest,ssl_encryption_required,permissions,explicite_allowed_resources,other_resources
customer,FALSE,TRUE,TRUE,TRUE,unknown,clever_day.txt,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_sun.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,create,product_info.txt,TRUE
admin,TRUE,FALSE,FALSE,TRUE,TRUE,sunny_day.xlsx,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,write,sensitve_data.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,sunny_ocean.csv,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,none,NULL,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,brave_bird.mp4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_sun.mp4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,create,userId_info.txt,FALSE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,sunny_ocean.png,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_day.img,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,write,product_info.txt,FALSE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,sunny_day.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,creative_day.mp4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,clever_day.jpeg,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,delete,userId_info.txt,FALSE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
employee,TRUE,TRUE,TRUE,TRUE,unknown,beautiful_day.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,FALSE,clever_bird.img,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,write,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,clever_flower.img,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,sensitve_data.txt,TRUE
admin,TRUE,TRUE,FALSE,FALSE,TRUE,happy_flower.jar,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,delete,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,FALSE,unknown,brave_day.mp4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,brave_ocean.sh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,NULL,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.vbs,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
anonymous,FALSE,TRUE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,FALSE,TRUE,TRUE,TRUE,TRUE,beautiful_flower.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_sun.py,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,read,NULL,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_ocean.pdf,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_flower.xlsx,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,read,userId_info.txt,FALSE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,happy_world.pdf,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,create,sales.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.sh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,sales.txt,TRUE
employee,FALSE,TRUE,TRUE,FALSE,TRUE,brave_world.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,sales.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,creative_bird.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,userId_info.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,happy_day.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,FALSE,FALSE,brave_day.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,sensitve_data.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_sun.img,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,clever_flower.py,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,creative_day.js,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,happy_ocean.jpeg,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,creative_world.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,none,sales.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,creative_day.mp4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,delete,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_sun.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,sales.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,sunny_ocean.png,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,FALSE
employee,TRUE,FALSE,TRUE,FALSE,TRUE,sunny_bird.cmd,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,sales.txt,FALSE
customer,FALSE,TRUE,FALSE,FALSE,unknown,happy_ocean.bat,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,write,userId_info.txt,FALSE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,happy_ocean.img,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,read,userId_info.txt,TRUE
admin,TRUE,TRUE,TRUE,FALSE,TRUE,happy_bird.png,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,none,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_bird.txt,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,read,userId_info.txt,TRUE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_bird.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,beautiful_bird.csv,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_bird.png,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,read,userId_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_world.exe,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,sunny_world.pdf,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,FALSE,TRUE,FALSE,TRUE,creative_world.csv,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,read,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,happy_sun.png,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_bird.cmd,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,clever_world.jpeg,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,read,sensitve_data.txt,FALSE
admin,TRUE,TRUE,FALSE,FALSE,TRUE,happy_world.xlsx,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,create,NULL,FALSE
customer,TRUE,FALSE,FALSE,TRUE,unknown,creative_ocean.png,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_flower.jar,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,NULL,FALSE
customer,TRUE,FALSE,TRUE,TRUE,FALSE,creative_flower.py,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,sunny_world.xlsx,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_ocean.xlsx,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,write,userId_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_ocean.jpeg,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,none,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,FALSE,TRUE,happy_sun.txt,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
employee,TRUE,TRUE,FALSE,FALSE,TRUE,sunny_bird.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,reports.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,creative_world.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,none,product_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,FALSE,TRUE,TRUE,TRUE,clever_bird.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_sun.png,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,unknown,beautiful_flower.ps1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,create,product_info.txt,TRUE
employee,TRUE,FALSE,TRUE,TRUE,TRUE,beautiful_bird.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_day.mp4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,none,NULL,FALSE
customer,TRUE,FALSE,TRUE,FALSE,TRUE,sunny_sun.txt,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,clever_day.js,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,happy_day.img,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,delete,product_info.txt,FALSE
admin,FALSE,TRUE,TRUE,TRUE,TRUE,clever_ocean.jpeg,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,none,product_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,FALSE,FALSE,TRUE,TRUE,happy_world.jpeg,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,delete,product_info.txt,TRUE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_flower.img,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,delete,reports.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_ocean.png,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,brave_world.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,FALSE
customer,TRUE,FALSE,FALSE,TRUE,TRUE,creative_ocean.cmd,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,read,product_info.txt,FALSE
employee,FALSE,TRUE,TRUE,TRUE,TRUE,happy_day.pdf,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,read,reports.txt,TRUE
anonymous,TRUE,TRUE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,FALSE,TRUE,TRUE,happy_ocean.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_day.pdf,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,write,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_bird.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,create,userId_info.txt,TRUE
anonymous,TRUE,TRUE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,unknown,happy_ocean.img,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,write,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_world.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,happy_day.msi,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,FALSE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,creative_flower.csv,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,none,reports.txt,TRUE
anonymous,TRUE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,FALSE,creative_sun.cmd,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,read,userId_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_sun.sh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_ocean.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,FALSE,beautiful_ocean.img,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,create,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,sunny_sun.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,create,product_info.txt,TRUE
employee,FALSE,TRUE,TRUE,TRUE,TRUE,beautiful_sun.csv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,sales.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,happy_flower.xlsx,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,none,reports.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,sunny_ocean.cmd,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_day.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
admin,FALSE,TRUE,TRUE,TRUE,TRUE,happy_world.csv,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,clever_world.pdf,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,brave_bird.pdf,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,none,NULL,TRUE
anonymous,TRUE,TRUE,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,unknown,beautiful_flower.img,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,creative_flower.txt,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,create,product_info.txt,TRUE
admin,TRUE,TRUE,FALSE,TRUE,TRUE,clever_sun.msi,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,create,NULL,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,sunny_world.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_bird.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,creative_world.csv,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,read,NULL,TRUE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_bird.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,reports.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,unknown,sunny_sun.txt,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,create,sales.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_world.txt,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,clever_bird.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,FALSE,TRUE,FALSE,TRUE,TRUE,sunny_flower.img,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,creative_flower.bat,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,NULL,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_world.xlsx,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_day.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,FALSE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,sunny_flower.bat,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,write,product_info.txt,TRUE
customer,FALSE,TRUE,FALSE,FALSE,TRUE,creative_sun.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_ocean.mp4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,read,userId_info.txt,FALSE
admin,TRUE,FALSE,TRUE,TRUE,TRUE,sunny_flower.pdf,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,read,product_info.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_day.csv,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,write,product_info.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,FALSE,FALSE,FALSE,TRUE,FALSE,brave_world.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,NULL,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_flower.msi,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,none,product_info.txt,FALSE
admin,TRUE,TRUE,FALSE,TRUE,TRUE,brave_flower.pdf,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,read,product_info.txt,FALSE
customer,TRUE,FALSE,TRUE,TRUE,unknown,sunny_ocean.xlsx,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,read,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,happy_sun.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,sensitve_data.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,beautiful_ocean.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,FALSE,TRUE,TRUE,FALSE,TRUE,creative_day.csv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,FALSE
anonymous,TRUE,TRUE,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
admin,TRUE,TRUE,FALSE,FALSE,TRUE,beautiful_flower.txt,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,none,sales.txt,TRUE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,sunny_bird.png,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,read,NULL,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,happy_bird.img,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,create,sensitve_data.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,brave_flower.pdf,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,read,product_info.txt,FALSE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,clever_ocean.png,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,write,product_info.txt,FALSE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,happy_day.exe,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,FALSE
employee,FALSE,TRUE,FALSE,TRUE,TRUE,sunny_sun.csv,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,happy_day.bat,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,read,product_info.txt,FALSE
customer,TRUE,FALSE,TRUE,TRUE,FALSE,happy_sun.png,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,read,NULL,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.png,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,create,product_info.txt,TRUE
employee,FALSE,FALSE,TRUE,TRUE,TRUE,clever_day.img,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,reports.txt,FALSE
customer,TRUE,FALSE,FALSE,TRUE,TRUE,sunny_bird.csv,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,read,userId_info.txt,TRUE
anonymous,FALSE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_bird.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_day.ps1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,FALSE,clever_day.txt,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,FALSE,TRUE,FALSE,TRUE,TRUE,brave_ocean.txt,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,write,userId_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,clever_sun.py,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,create,NULL,TRUE
anonymous,TRUE,FALSE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
anonymous,FALSE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,FALSE,TRUE,TRUE,FALSE,unknown,clever_world.csv,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,read,product_info.txt,TRUE
customer,FALSE,TRUE,FALSE,TRUE,TRUE,clever_sun.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,none,userId_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,brave_bird.xlsx,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,read,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_day.png,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,sunny_ocean.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
admin,FALSE,TRUE,FALSE,FALSE,FALSE,sunny_world.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,sales.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,brave_ocean.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,sales.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,happy_bird.img,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,create,reports.txt,FALSE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_bird.js,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,create,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,sunny_day.pdf,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_ocean.jar,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,none,userId_info.txt,TRUE
admin,FALSE,TRUE,TRUE,TRUE,TRUE,beautiful_flower.png,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,none,sales.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_day.jpeg,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,TRUE
customer,FALSE,FALSE,TRUE,TRUE,TRUE,happy_day.mp4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,read,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,sunny_sun.txt,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,read,sales.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_sun.csv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,reports.txt,FALSE
customer,TRUE,FALSE,TRUE,TRUE,FALSE,creative_bird.txt,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,read,userId_info.txt,TRUE
